Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,326.25,328.75,324.4125061035156,326.57501220703125,246.82095336914062,4069264
2010-01-05,327.5,328.8374938964844,325.01251220703125,327.66876220703125,247.64755249023438,6895528
2010-01-06,335.375,335.375,321.88751220703125,322.88751220703125,244.03384399414062,6817288
2010-01-07,323.32501220703125,323.32501220703125,314.7749938964844,315.6312561035156,238.54974365234375,10892600
2010-01-08,314.875,315.4125061035156,307.25,308.0249938964844,232.80111694335938,12649312
2010-01-11,309.38751220703125,313.0874938964844,309.25,311.20623779296875,235.20535278320312,7849656
2010-01-12,312.5,324.25,312.5,323.3687438964844,244.39764404296875,24859680
2010-01-13,309.60626220703125,336.875,309.60626220703125,335.4375,253.51904296875,19704040
2010-01-14,334.875,337.86248779296875,331.2749938964844,336.21875,254.10951232910156,8413904
2010-01-15,336.21875,336.5625,331.76873779296875,334.4750061035156,252.79151916503906,5049504
2010-01-18,332.875,336.25,332.0,335.83123779296875,253.8166046142578,6140088
2010-01-19,335.0,336.0,328.51251220703125,329.48748779296875,249.0221405029297,5837512
2010-01-20,331.08123779296875,334.1499938964844,329.75,332.2124938964844,251.08157348632812,6091992
2010-01-21,330.375,333.0874938964844,325.0,328.1499938964844,248.01124572753906,6682792
2010-01-22,325.0,326.25,319.0,321.95001220703125,243.32540893554688,13486496
2010-01-25,318.75,321.2437438964844,314.75,317.7875061035156,240.1793975830078,6498712
2010-01-27,316.5,316.73126220703125,310.64373779296875,312.78125,236.39578247070312,9840856
2010-01-28,314.125,319.36248779296875,309.9375,311.46875,235.40382385253906,12732872
2010-01-29,306.54998779296875,312.5,300.6000061035156,309.4375,233.8685760498047,15012280
2010-02-01,305.875,316.25,298.76251220703125,306.40625,231.57760620117188,12308784
2010-02-02,312.625,312.625,302.70623779296875,304.9937438964844,230.5100860595703,9889384
2010-02-03,306.25,312.5,306.25,309.1499938964844,233.6512908935547,6405608
2010-02-04,308.125,308.75,301.5625,303.6312561035156,229.4803466796875,6176408
2010-02-05,298.79998779296875,299.8062438964844,291.125,294.0874938964844,222.2672576904297,13544872
2010-02-08,296.86248779296875,305.25,293.0625,300.45001220703125,227.07595825195312,9252480
2010-02-09,300.5,310.25,299.28125,309.2250061035156,233.7080078125,10387392
2010-02-10,311.375,312.0249938964844,306.0,308.3687438964844,233.06085205078125,7187984
2010-02-11,309.125,314.76873779296875,308.75,312.3062438964844,236.0366973876953,6453888
2010-02-15,313.375,317.79998779296875,309.35626220703125,312.33123779296875,236.05563354492188,8950128
2010-02-16,312.5,318.875,311.03125,317.6812438964844,240.09912109375,4418096
2010-02-17,318.7749938964844,320.79998779296875,314.20001220703125,314.83123779296875,237.94505310058594,7991184
2010-02-18,315.375,318.375,314.0,316.70623779296875,239.3621368408203,3721696
2010-02-19,315.61248779296875,318.0625,313.14373779296875,316.54998779296875,239.2440185546875,5998992
2010-02-22,319.38751220703125,323.9624938964844,319.38751220703125,321.04376220703125,242.64039611816406,5855400
2010-02-23,319.76251220703125,323.625,319.375,322.6625061035156,243.8638916015625,3786032
2010-02-24,321.0,324.7875061035156,318.875,322.0375061035156,243.39149475097656,5427016
2010-02-25,321.32501220703125,328.7124938964844,321.32501220703125,327.16876220703125,247.26966857910156,8729568
2010-02-26,327.375,328.75,322.76251220703125,325.2437438964844,245.8147430419922,10546368
2010-03-02,328.9437561035156,331.34375,327.83123779296875,330.125,249.5038604736328,8534656
2010-03-03,331.38751220703125,334.5625,329.08123779296875,333.28125,251.889404296875,5904976
2010-03-04,332.75,333.0,325.5,327.9750061035156,247.8790283203125,6755240
2010-03-05,329.23748779296875,330.0,326.6312561035156,329.4624938964844,249.00315856933594,4984808
2010-03-08,331.625,334.91876220703125,329.76251220703125,332.4437561035156,251.25640869140625,8664992
2010-03-09,331.2562561035156,337.6875,327.23126220703125,335.4937438964844,253.5615692138672,7958752
2010-03-10,334.36248779296875,336.4312438964844,331.25,332.40625,251.22799682617188,7330952
2010-03-11,333.125,336.875,331.25,335.3687438964844,253.46705627441406,4298424
2010-03-12,337.48748779296875,338.0,332.0375061035156,334.15625,252.55072021484375,3176920
2010-03-15,331.79998779296875,339.0625,329.5,337.65625,255.19590759277344,10582856
2010-03-16,337.5,343.1187438964844,335.2875061035156,341.54376220703125,258.1340637207031,5881344
2010-03-17,341.875,344.2124938964844,339.125,342.2875061035156,258.6961669921875,6352000
2010-03-18,342.5,349.23748779296875,342.5,348.45001220703125,263.35369873046875,8923048
2010-03-19,347.51251220703125,349.375,345.0062561035156,346.54376220703125,261.9129638671875,12582544
2010-03-22,344.01251220703125,347.125,342.86248779296875,344.67498779296875,260.5005798339844,4108528
2010-03-23,346.2562561035156,349.875,345.51873779296875,346.9375,262.2105407714844,4792560
2010-03-25,346.375,358.75,343.85626220703125,351.7437438964844,265.84307861328125,15207528
2010-03-26,352.0,353.125,345.375,346.85626220703125,262.1491394042969,9105680
2010-03-29,344.75,346.25,337.53125,339.58123779296875,256.6507873535156,13981704
2010-03-30,339.375,339.375,328.82501220703125,330.51251220703125,249.7967987060547,10649936
2010-03-31,331.73748779296875,334.5874938964844,325.82501220703125,326.9937438964844,247.13731384277344,13070104
2010-04-01,327.5249938964844,334.75,327.5,333.8062438964844,252.2862091064453,8187000
2010-04-05,334.875,336.25,329.75,334.7437438964844,252.99473571777344,7318616
2010-04-06,335.25,335.625,330.65625,331.40625,250.47232055664062,5348808
2010-04-07,331.9437561035156,334.3500061035156,327.17498779296875,330.46875,249.76370239257812,8380880
2010-04-08,330.0,334.73748779296875,328.75,332.96875,251.6531524658203,7227984
2010-04-09,333.75,337.2124938964844,333.125,334.5249938964844,252.8294219970703,8260312
2010-04-12,335.73748779296875,337.25,331.5062561035156,335.38751220703125,253.48130798339844,8325648
2010-04-13,336.25,349.23126220703125,329.375,347.73748779296875,262.8153076171875,57635400
2010-04-15,348.5,353.0874938964844,344.9125061035156,350.20001220703125,264.67633056640625,22395128
2010-04-16,349.01251220703125,351.125,346.3812561035156,348.57501220703125,263.4482116699219,6244344
2010-04-19,346.83123779296875,346.83123779296875,342.0,343.98748779296875,259.9809265136719,8754896
2010-04-20,345.6875,348.7437438964844,340.0,340.9125061035156,257.6570129394531,9542128
2010-04-21,342.875,343.71875,337.5375061035156,339.0562438964844,256.2539978027344,6496288
2010-04-22,338.5,345.35626220703125,336.625,339.79998779296875,256.81610107421875,6978144
2010-04-23,341.875,344.2124938964844,339.60626220703125,340.8687438964844,257.6239013671875,5888336
2010-04-26,341.26251220703125,344.25,340.6312561035156,342.3687438964844,258.7576599121094,4454288
2010-04-27,341.13751220703125,342.79998779296875,340.79998779296875,342.1812438964844,258.6158752441406,3280256
2010-04-28,338.76251220703125,341.4937438964844,336.38751220703125,337.4375,255.03062438964844,5544496
2010-04-29,337.375,341.61248779296875,334.375,338.64373779296875,255.94223022460938,11319960
2010-04-30,339.0,344.8500061035156,334.63751220703125,342.26873779296875,258.68194580078125,8067024
2010-05-03,338.5,339.3687438964844,335.25,336.86248779296875,254.59600830078125,5408952
2010-05-04,338.125,338.25,331.9375,333.26873779296875,251.87991333007812,6576208
2010-05-05,331.17498779296875,338.5,326.25,336.625,254.4165496826172,12122080
2010-05-06,336.2875061035156,336.2875061035156,330.6937561035156,332.26873779296875,251.1241455078125,7808360
2010-05-07,329.76251220703125,330.66876220703125,325.8812561035156,327.10626220703125,247.22242736816406,8984392
2010-05-10,327.5,335.4750061035156,327.5,334.4624938964844,252.7821502685547,5635408
2010-05-11,333.7250061035156,334.3125,329.5,332.59375,251.3697967529297,5802824
2010-05-12,332.0,337.36248779296875,331.53125,335.2124938964844,253.34893798828125,9185176
2010-05-13,335.5,340.375,332.65625,338.26873779296875,255.65882873535156,4923880
2010-05-14,338.75,340.875,328.75,331.48748779296875,250.5336151123047,6824496
2010-05-17,329.375,331.0062561035156,322.0062561035156,327.04376220703125,247.1750946044922,8170824
2010-05-18,332.5,332.5,322.7562561035156,328.6499938964844,248.38917541503906,7144600
2010-05-19,328.25,331.54376220703125,324.1812438964844,325.35626220703125,245.89979553222656,11939240
2010-05-20,326.5,329.3187561035156,323.3125,325.09375,245.70140075683594,6508872
2010-05-21,321.0,326.0,319.79376220703125,322.71875,243.90638732910156,7127200
2010-05-24,326.375,328.75,322.40625,325.04998779296875,245.66827392578125,7186104
2010-05-25,323.35626220703125,323.35626220703125,313.76251220703125,316.67498779296875,239.33856201171875,8838128
2010-05-26,320.6312561035156,329.98748779296875,319.53125,327.6312561035156,249.09402465820312,7868856
2010-05-27,328.4750061035156,333.0,324.38751220703125,330.41876220703125,251.2133331298828,11312696
2010-05-28,333.7562561035156,335.54998779296875,329.6625061035156,334.6812438964844,254.45401000976562,6793992
2010-05-31,341.875,341.875,328.0687561035156,332.25,252.60556030273438,7020752
2010-06-01,331.875,332.1875,327.20001220703125,328.04376220703125,249.4075927734375,5782888
2010-06-02,329.375,331.4937438964844,328.01251220703125,330.03125,250.91868591308594,6557144
2010-06-03,332.5,338.2250061035156,332.5,337.25,256.40704345703125,5517096
2010-06-04,337.25,342.25,335.3062438964844,341.1187438964844,259.34832763671875,4950400
2010-06-07,338.75,338.75,331.25,333.95623779296875,253.9028778076172,7781952
2010-06-08,333.95623779296875,336.125,330.98126220703125,331.8125,252.27301025390625,6651144
2010-06-09,333.5,333.5,327.0625,328.1187438964844,249.46466064453125,5427120
2010-06-10,328.1499938964844,331.75,327.5687561035156,330.6937561035156,251.42239379882812,5187448
2010-06-11,333.11248779296875,336.36248779296875,327.625,328.84375,250.0159149169922,9912864
2010-06-14,331.26251220703125,344.85626220703125,331.26251220703125,343.29998779296875,261.00677490234375,9728848
2010-06-15,343.3125,347.5,340.26251220703125,341.8374938964844,259.89483642578125,7946312
2010-06-16,344.36248779296875,347.4375,342.75,346.17498779296875,263.192626953125,5720064
2010-06-17,347.0,347.9750061035156,342.0,345.60626220703125,262.7602233886719,5639240
2010-06-18,338.48126220703125,351.875,338.48126220703125,348.2749938964844,264.78924560546875,8356232
2010-06-21,349.92498779296875,352.3500061035156,348.90625,350.1000061035156,266.1767883300781,7164752
2010-06-22,348.75,349.91876220703125,345.0,345.88751220703125,262.9740905761719,4763688
2010-06-23,343.38751220703125,350.6187438964844,339.73126220703125,349.71875,265.8869323730469,4948088
2010-06-24,351.79998779296875,354.2124938964844,347.8812561035156,352.8374938964844,268.25799560546875,12316104
2010-06-25,351.25,351.4937438964844,346.375,347.2124938964844,263.9814453125,3345664
2010-06-28,346.25,352.125,346.25,351.125,266.95599365234375,3834168
2010-06-29,349.1312561035156,351.70001220703125,345.88751220703125,349.1937561035156,265.4877624511719,3773072
2010-06-30,347.25,351.08123779296875,341.5,348.875,265.245361328125,9449976
2010-07-01,348.875,348.875,343.875,345.8812561035156,262.9692077636719,5847248
2010-07-02,346.8687438964844,346.8687438964844,339.5,340.9375,259.2107238769531,11169440
2010-07-05,341.25,344.0,340.0,342.9312438964844,260.7263488769531,3616720
2010-07-06,342.875,349.875,342.875,348.13751220703125,264.68475341796875,5872600
2010-07-07,349.95001220703125,349.95001220703125,345.6499938964844,347.71875,264.3662414550781,5923392
2010-07-08,350.75,355.79998779296875,350.01251220703125,353.5625,268.8092346191406,6278192
2010-07-09,354.76251220703125,360.0625,354.76251220703125,359.2250061035156,273.1143493652344,7859112
2010-07-12,356.2562561035156,363.75,356.25,361.98748779296875,275.21466064453125,8597240
2010-07-13,358.75,359.3812561035156,347.625,349.59375,265.7918395996094,25502384
2010-07-14,348.7437438964844,351.125,342.125,342.86248779296875,260.67413330078125,14193928
2010-07-15,343.6187438964844,347.0,342.5,344.95001220703125,262.2611999511719,8328136
2010-07-16,344.375,348.875,343.875,347.125,263.91485595703125,8205560
2010-07-19,343.625,349.1000061035156,341.96875,346.3062438964844,263.2923583984375,7047120
2010-07-20,346.3062438964844,347.8125,344.1875,344.95623779296875,262.2659606933594,5054736
2010-07-21,345.9125061035156,347.375,345.0,346.45623779296875,263.406494140625,2634480
2010-07-22,345.59375,345.59375,340.8812561035156,344.3125,261.776611328125,8226952
2010-07-23,348.375,358.7562561035156,345.625,348.3062438964844,264.8129577636719,5323096
2010-07-26,348.75,351.25,348.75,350.5562438964844,266.5236511230469,4470816
2010-07-27,350.375,354.25,350.375,353.6000061035156,268.83782958984375,5093960
2010-07-28,353.625,354.8125,351.5,354.01251220703125,269.1513671875,3725168
2010-07-29,353.1000061035156,355.0,351.35626220703125,354.14373779296875,269.2511291503906,3613008
2010-07-30,351.875,353.90625,345.0,348.54998779296875,264.9983215332031,4472672
2010-08-02,350.0,351.6000061035156,347.64373779296875,349.6187438964844,265.8108825683594,3815232
2010-08-03,350.625,352.375,346.1875,348.0375061035156,264.6087341308594,2434584
2010-08-04,348.75,361.5,348.75,359.3125,273.1809997558594,9536024
2010-08-05,360.0,363.3500061035156,357.6937561035156,358.65625,272.6819763183594,6594296
2010-08-06,357.625,361.5,356.5,357.9750061035156,272.16400146484375,3676480
2010-08-09,356.0625,360.36248779296875,352.03125,359.33123779296875,273.19512939453125,4201544
2010-08-10,358.75,358.75,351.875,353.6312561035156,268.8615417480469,4811984
2010-08-11,354.25,357.23748779296875,350.0,351.36248779296875,267.1365966796875,5344800
2010-08-12,349.5,349.5,344.25,346.5874938964844,263.5061950683594,6973400
2010-08-13,346.875,349.75,344.375,347.15625,263.93865966796875,5561808
2010-08-16,345.0,347.25,343.75,345.23748779296875,262.47979736328125,5193608
2010-08-17,344.375,347.0625,341.25,343.8125,261.3963928222656,5140640
2010-08-18,345.63751220703125,352.4375,344.76873779296875,350.90625,266.78973388671875,6128144
2010-08-19,351.875,353.125,348.4937438964844,350.57501220703125,266.537841796875,4826744
2010-08-20,350.375,350.375,344.25,346.20001220703125,263.2116394042969,4624824
2010-08-23,346.5,351.25,345.1625061035156,350.39373779296875,266.40008544921875,4511832
2010-08-24,348.625,348.625,344.3999938964844,345.65625,262.7982177734375,5247552
2010-08-25,345.25,349.2437438964844,344.4937438964844,346.36248779296875,263.3352355957031,3502008
2010-08-26,346.875,347.8687438964844,343.41876220703125,345.70623779296875,262.836181640625,7834984
2010-08-27,344.75,344.75,335.17498779296875,338.73748779296875,257.5379943847656,6973800
2010-08-30,339.91876220703125,342.0,333.2875061035156,337.5562438964844,256.6399230957031,4781168
2010-08-31,335.625,340.5,334.51873779296875,339.23126220703125,257.9132995605469,7722280
2010-09-01,339.23126220703125,348.0625,338.53125,347.01873779296875,263.83416748046875,10131800
2010-09-02,349.875,351.75,343.23748779296875,344.125,261.6340637207031,3402512
2010-09-03,345.13751220703125,350.5,345.13751220703125,347.1812438964844,263.9576416015625,7606688
2010-09-06,348.28125,355.0,348.20001220703125,353.95623779296875,269.1085510253906,6391192
2010-09-07,355.0,359.11248779296875,351.2749938964844,358.1187438964844,272.2733459472656,8321272
2010-09-08,357.125,360.82501220703125,353.125,359.92498779296875,273.6466064453125,9386496
2010-09-09,358.76251220703125,362.5,357.25,361.875,275.1290588378906,7591392
2010-09-13,361.25,368.125,360.25,367.11248779296875,279.111083984375,6650488
2010-09-14,368.82501220703125,375.0,368.75,371.95001220703125,282.78900146484375,9767144
2010-09-15,371.875,382.5,371.125,381.60626220703125,290.1305847167969,14344648
2010-09-16,379.0062561035156,379.0062561035156,369.78125,370.7437438964844,281.8719177246094,7088984
2010-09-17,370.7437438964844,376.5625,369.92498779296875,371.26873779296875,282.2711181640625,8616488
2010-09-20,371.875,377.25,371.875,376.07501220703125,285.9252014160156,5025976
2010-09-21,376.875,383.125,374.57501220703125,382.39373779296875,290.7292785644531,9223912
2010-09-22,382.5625,382.86248779296875,374.3062438964844,376.7875061035156,286.4669494628906,10806440
2010-09-23,375.6312561035156,379.34375,371.6312561035156,377.86248779296875,287.2841796875,11181376
2010-09-24,377.86248779296875,382.3374938964844,374.20623779296875,381.13751220703125,289.77423095703125,8791520
2010-09-27,381.875,382.5,377.91876220703125,379.07501220703125,288.2060852050781,7210320
2010-09-28,378.125,378.51251220703125,375.125,377.07501220703125,286.685546875,6209144
2010-09-29,378.25,384.875,375.32501220703125,378.8812561035156,288.05877685546875,8972920
2010-09-30,380.8687438964844,384.375,375.9312438964844,381.3125,289.9072265625,13665816
2010-10-01,381.375,388.7562561035156,378.2875061035156,387.76873779296875,294.8157958984375,8086512
2010-10-04,389.0,395.25,382.8187561035156,384.8062438964844,292.56353759765625,7636640
2010-10-05,384.375,388.875,383.75,385.5874938964844,293.157470703125,5189152
2010-10-06,388.25,390.36248779296875,384.57501220703125,387.9750061035156,294.97271728515625,5788528
2010-10-07,386.125,387.1875,380.25,381.6812438964844,290.18756103515625,6833672
2010-10-08,382.5,385.70623779296875,379.6312561035156,384.5375061035156,292.3591613769531,6548160
2010-10-11,385.0375061035156,387.125,382.33123779296875,384.3062438964844,292.1833190917969,4493832
2010-10-12,384.0,385.6187438964844,381.2875061035156,384.3999938964844,292.2546081542969,4625624
2010-10-13,385.125,395.6000061035156,384.3999938964844,394.10626220703125,299.6341247558594,13024504
2010-10-14,395.63751220703125,403.6187438964844,394.5249938964844,398.15625,302.7133483886719,9193376
2010-10-15,400.0,404.75,382.64373779296875,384.5375061035156,292.3591613769531,25870360
2010-10-18,385.0625,389.86248779296875,379.9125061035156,388.3812561035156,295.28155517578125,12591096
2010-10-19,386.8374938964844,388.1312561035156,375.125,376.2749938964844,286.0773010253906,14077712
2010-10-20,376.2250061035156,380.57501220703125,373.75,377.32501220703125,286.8756408691406,7093856
2010-10-21,374.73126220703125,379.79998779296875,372.51251220703125,379.3062438964844,291.2767028808594,9231920
2010-10-22,375.65625,385.61248779296875,375.375,381.64373779296875,293.0717468261719,11345744
2010-10-25,382.3500061035156,384.36248779296875,376.26251220703125,377.39373779296875,289.80804443359375,5224432
2010-10-26,377.5,380.4125061035156,375.3374938964844,376.73126220703125,289.2992858886719,6925872
2010-10-27,375.25,376.25,370.8999938964844,372.5249938964844,286.0692443847656,9072696
2010-10-28,373.0,379.11248779296875,368.5062561035156,371.35626220703125,285.17169189453125,18232152
2010-10-29,373.625,374.75,368.0,371.4624938964844,285.25335693359375,6886024
2010-11-01,372.875,378.9937438964844,372.875,375.20623779296875,288.12823486328125,4552944
2010-11-02,375.25,379.07501220703125,373.1000061035156,378.3812561035156,290.56634521484375,4998504
2010-11-03,378.9937438964844,380.59375,376.8812561035156,378.04376220703125,290.3072509765625,3047536
2010-11-04,380.5,385.625,379.1187438964844,384.64373779296875,295.3755187988281,5514792
2010-11-08,385.5,385.5,375.84375,376.98748779296875,289.4961242675781,5381520
2010-11-09,379.6000061035156,384.375,378.75,382.4750061035156,293.7100524902344,5266960
2010-11-10,381.0,388.125,378.76251220703125,385.33123779296875,295.9034423828125,9728432
2010-11-11,385.5,385.5,381.375,381.83123779296875,293.2157287597656,5586392
2010-11-12,379.75,379.84375,373.625,374.73126220703125,287.7634582519531,7499456
2010-11-15,375.375,380.6187438964844,372.20001220703125,378.7562561035156,290.8543395996094,5850488
2010-11-16,376.5,377.375,367.53125,371.3687438964844,285.18133544921875,8375136
2010-11-18,373.625,378.98126220703125,369.83123779296875,375.4937438964844,288.3489990234375,7128224
2010-11-19,373.4437561035156,376.0874938964844,368.125,370.4750061035156,284.4949951171875,5664792
2010-11-22,371.41876220703125,383.5,371.41876220703125,380.4624938964844,292.1646728515625,8780144
2010-11-23,378.48748779296875,382.3500061035156,372.4937438964844,376.51251220703125,289.13134765625,4579872
2010-11-24,377.98748779296875,379.36248779296875,368.78125,374.48748779296875,287.57623291015625,4038888
2010-11-25,375.6937561035156,388.875,375.6937561035156,383.04376220703125,294.14678955078125,18331976
2010-11-26,383.75,388.0,378.3687438964844,380.2562561035156,292.0061950683594,9515792
2010-11-29,383.125,386.95623779296875,381.39373779296875,382.9937438964844,294.1083679199219,4964328
2010-11-30,380.4375,385.3374938964844,376.5249938964844,381.375,292.8653564453125,9072544
2010-12-01,381.2250061035156,383.3125,379.375,381.54998779296875,292.9997253417969,4624096
2010-12-02,382.0,388.67498779296875,379.0,387.3125,297.4249267578125,7197360
2010-12-03,388.375,393.48748779296875,387.875,390.625,299.9685974121094,6647816
